,index,source,destination,distance
0,,Larkin Terminal,Pejabat Daerah Tanah Johor Bahru,0.603560773124298
1,,Larkin Terminal,RTM Jabatan Penyiaran Negeri Johor,1.9666806003942678
2,,Larkin Terminal,Opp Masjid Kolam Ayer,3.1477385155543667
3,,Larkin Terminal,Opp Jabatan Pendidikan Johor,3.3073401971050513
4,,Larkin Terminal,Maktab Sultan Abu Bakar (English College,3.7758419799499476
5,,Larkin Terminal,Hospital Sultanah Aminah,4.335952638015176
6,,Larkin Terminal,Johor Islamic Complex,4.460204204825869
7,,Larkin Terminal,Bangunan Sultan Ibrahim,4.557704392161963
8,,Larkin Terminal,Wisma Persekutuan,4.2456840935172515
9,,Larkin Terminal,Majlis Bandaraya Johor Bahru,4.96521929415548
10,,Larkin Terminal,JB Sentral Terminal,4.353419234180334
11,,Larkin Terminal,Menara MSC Cyberport,4.931038964193668
12,,Larkin Terminal,Opp Sekolah Kebangsaan Perempuan Jalan Yahya Awal,2.6831964209395958
13,,Larkin Terminal,Petronas Kiosk @ Jalan Yahya Awal,2.39001535784175
14,,Larkin Terminal,Opp SJK (T) Jalan Yahya Awal,2.0146888122017677
15,,Larkin Terminal,aft Jalan Tasek Utara,1.7616607113663671
16,,Larkin Terminal,Opp Yayasan Bandaraya Johor Bahru,1.4788349682970334
17,,Larkin Terminal,Hub PPR Sri Stulang,4.884270079809368
18,,Larkin Terminal,bef Jalan Sultanah Aminah,4.639413292124844
19,,Larkin Terminal,Shell Kiosk @ Jalan Pasir Pelangi,4.7266198482429465
20,,Larkin Terminal,Stulang Walk,4.7757221348720655
21,,Larkin Terminal,Block 18,5.01783097913288
22,,Larkin Terminal,Opp De' Stulang,5.169994965663789
23,,Larkin Terminal,Opp Sekolah Menengah Foon Yew,5.093044316145294
24,,Larkin Terminal,R&F Mall,4.919009254460017
25,,Larkin Terminal,Sekolah Menengah Foon Yew,5.087878144628951
26,,Larkin Terminal,De' Stulang,5.1667690408394735
27,,Larkin Terminal,Opp Istana Pasir Pelangi,4.607523807601136
28,,Larkin Terminal,"The Mall, Mid Valley Southkey",3.7017234977407036
29,,Larkin Terminal,aft Jalan Pasir Pelangi,4.498140983423757
30,,Larkin Terminal,Petronas Kiosk @ Taman Bayu Puteri,5.0939337258891575
31,,Larkin Terminal,Opp Petronas Kiosk @ Taman Bayu Puteri,5.082393451681231
32,,Larkin Terminal,PPR Sri Stulang,5.065773235120445
33,,Larkin Terminal,BHPetrol Kiosk @ Permas Jaya,7.694828720368208
34,,Larkin Terminal,AEON Permas Jaya,8.442372882424825
35,,Larkin Terminal,Dewan Serbaguna Permas Jaya,8.939284370838871
36,,Larkin Terminal,Mon Glori Apartment,8.729937528037558
37,,Larkin Terminal,Opp Best Ku Motor,8.971011962829763
38,,Larkin Terminal,Opp Kia Motors,8.760016203286526
39,,Larkin Terminal,bef Jalan Masai Baru,8.261390562538232
40,,Larkin Terminal,Lotus Plentong (Tesco Extra),8.384921409520894
41,,Larkin Terminal,aft Jalan Masai Baru,8.219150929147244
42,,Larkin Terminal,Giant Plentong,8.760773752864718
43,,Larkin Terminal,Hse No. 1 Jalan Seroja 22,8.756584716957075
44,,Larkin Terminal,Opp Jalan Keembong 43,8.015498605334408
45,,Larkin Terminal,Jalan Seroja 54,7.7051840558079245
46,,Larkin Terminal,Jalan Bakawali 86,7.714722290798359
47,,Larkin Terminal,Opp Pasar Awam Johor Jaya,8.16835349364875
48,,Larkin Terminal,AEON Tebrau City,8.499650548031141
49,,Larkin Terminal,Hospital Sultan Ismail,7.890723083204227
50,,Larkin Terminal,Hospital Sultan Ismail 2,7.48622725534031
51,,Larkin Terminal,Opp Suntoyo Enterprise,7.9320640668905975
52,,Larkin Terminal,Kia Motors,8.798069414019187
53,,Larkin Terminal,Best Ku Motor,8.99758475654178
54,,Larkin Terminal,House No. 63 Jalan Permas 1/1,8.5327747550388
55,,Larkin Terminal,Jalan Permas 5/6,8.255223839647389
56,,Larkin Terminal,Sekolah Kebangsaan Taman Permas Jaya 3,8.538510150145552
57,,Larkin Terminal,Pan Vista,8.730066394061806
58,,Larkin Terminal,aft Jalan Permas 8/14,9.139352260525259
59,,Larkin Terminal,Opp BHPetrol Kiosk @ Permas Jaya,7.716688494334984
60,,Larkin Terminal,bef Shell Kiosk @ Permas Jaya,6.813219138135984
61,,Larkin Terminal,Taman Universiti Terminal,13.618309218710525
62,,Larkin Terminal,opp Sekolah Kebangsaan Taman Universiti 4,13.631038599621531
63,,Larkin Terminal,Surau As Syakirin,13.26969843974574
64,,Larkin Terminal,Opp SMK Taman Mutiara Rini,12.466813550754722
65,,Larkin Terminal,Opp Jalan Utama 34,12.038131465358939
66,,Larkin Terminal,KFC (Road side),11535.246850893122
67,,Larkin Terminal,Tesco Lotus (Road side),11535.246850893122
68,,Larkin Terminal,Opp Hutan Bandar MBIP,12.247972208996753
69,,Larkin Terminal,Shop No. 81 Jalan Seri Orkid 17,11.393074373093347
70,,Larkin Terminal,Opp Bahagian Teknologi Pendidikan Negeri Johor,10.769972406671384
71,,Larkin Terminal,Union Inn,9.860652751366239
72,,Larkin Terminal,Shophouses @ Jalan Nakhoda 2,9.705439171715676
73,,Larkin Terminal,bef Terminal TUTA,9.572024638616375
74,,Larkin Terminal,Polilkinik Yap,9.391379594250411
75,,Larkin Terminal,bef Jalan Tun Teja,9.282574117366826
76,,Larkin Terminal,Shophouses @ Jalan Perwira 9,9.422966898466193
77,,Larkin Terminal,Sin Kok Soon Motor (JB) Sdn Bhd,9.471050755936604
78,,Larkin Terminal,aft Jalan Patin,9.77392098859909
79,,Larkin Terminal,SJK(C) Pu Sze,9.976994476387489
80,,Larkin Terminal,aft Shell Kiosk - Skudai,10.4292928888205
81,,Larkin Terminal,Shell Kiosk @ Taman Sri Putri,11.01854390541581
82,,Larkin Terminal,Masjid Abidin,11.548431281252075
83,,Larkin Terminal,Shophouses along Jalan Tembaga Kuning 4,11.46409562545692
84,,Larkin Terminal,Shophouses @ Jalan Suasa 1,11.808448474878995
85,,Larkin Terminal,bef Jalan Hamoni 14,12.313716184494032
86,,Larkin Terminal,Opp Apartment Pasti Asli,12.434489682427957
87,,Larkin Terminal,Opp Surau As Syakirin,13.250665642556665
88,,Larkin Terminal,Sekolah Kebangsaan Taman Universiti 4,13.637560220805339
89,,Larkin Terminal,Jalan Kebudayaan 27 / 24 Intersection,13.569684515116297
90,,Larkin Terminal,Aeon Taman Universiti,13.66681495756886
91,,Larkin Terminal,UTM Fakulti Alam Bina,14.014290781712711
92,,Larkin Terminal,Opp Block D10,14.021740570022745
93,,Larkin Terminal,Opp C.I.C.T.,13.76401938827244
94,,Larkin Terminal,Block P07 - Fakulti Kejuruteraan Elektrik,13.39614872252859
95,,Larkin Terminal,aft Block P19A - Fakulti Kejuruteraan Elektrik,13.398229560966003
96,,Larkin Terminal,UTM Equine Park,13.163406910465026
97,,Larkin Terminal,UTM Rumah Alumni,12.887399165275706
98,,Larkin Terminal,Opp Shell Kiosk @ Taman Sri Putri,10.953250410386186
99,,Larkin Terminal,Skudai Parade,10.617523315863512
100,,Larkin Terminal,Opp SJK (C) Kuo Kuang,8.825900144500807
101,,Larkin Terminal,bef Jalan Kempas Lama,11535.246850893122
102,,Larkin Terminal,bef Paradigm Mall,7.310151412683658
103,,Larkin Terminal,Paradigm Mall,6.8164918524603175
104,,Larkin Terminal,Opp Saksama Otomobil,6.537299877393843
105,,Larkin Terminal,Opp Petron Kiosk @ Taman Tampoi Indah,6.208432766800579
106,,Larkin Terminal,Kompleks Pekan Rabu Johor Bahru,5.330929407669814
107,,Larkin Terminal,Giant Tampoi,4.996389664553328
108,,Larkin Terminal,aft Lorong Betik,4.6629960868135
109,,Larkin Terminal,Batu 5 Johor Street Market,4.470451914875486
110,,Larkin Terminal,Plaza Angsana,4.23183191581312
111,,Larkin Terminal,Klinik Utama @ Jalan Padi 1,3.5898504150423762
112,,Larkin Terminal,Opp Amitabha Centre,2.3891585762293306
113,,Larkin Terminal,Opp Shell Kiosk @ Jalan Tun Abdul Razak,1.9829373103741064
114,,Larkin Terminal,aft Shell Kiosk @ Jalan Tun Abdul Razak,2.000626458483169
115,,Larkin Terminal,Amitabha Centre,2.4143786623276218
116,,Larkin Terminal,CIMB Bank,3.5829829795250574
117,,Larkin Terminal,Klinik Kesihatan Tampoi,4.098395012088677
118,,Larkin Terminal,bef Shell Kiosk @ Kampung Pasir,4.100141977994823
119,,Larkin Terminal,SK Kampung Pasir,5.08941004249926
120,,Larkin Terminal,Opp Pulai View Condo,5.4063865816499375
121,,Larkin Terminal,bef KIP Mart,6.206815385905905
122,,Larkin Terminal,Opp Paradigm Mall,7.031714859270678
123,,Larkin Terminal,bef McDonald's,7.786652852606107
124,,Larkin Terminal,SJK (C) Kuo Kuang,8.871097957779245
125,,Larkin Terminal,aft Jalan Sri Skudai,11.541513636125966
126,,Larkin Terminal,bef UTM Main Gate,13.53707215242422
127,,Larkin Terminal,UTM Main Gate (Exit),13.601043242577859
128,,Larkin Terminal,Opp AEON Taman Universiti,13.646095797003579
129,,Larkin Terminal,Kulai Terminal,24.51299889379043
130,,Larkin Terminal,Kulai Centre Point,24.05134445107345
131,,Larkin Terminal,Opp SBS Enterprises (M) Sdn Bhd,23.011505200637227
132,,Larkin Terminal,Opp Public Bank @ Jalan Susur Kulai 2,22.609004493566285
133,,Larkin Terminal,Opp Pertubuhan Peladang Kawasan Kulai,21.767663516965907
134,,Larkin Terminal,Opp Hospital Temenggong Seri Maharaja Tun Ibrahim Kulaijaya,20.72029932004448
135,,Larkin Terminal,Opp Jalan Cermai,20.015873333547226
136,,Larkin Terminal,Opp Stor JKR (D) Kulaijaya,19.512671949037614
137,,Larkin Terminal,Opp Wang Loo Motor Sdn Bhd,18.816051483179717
138,,Larkin Terminal,Opp Pejabat Lembaga Lebuhraya Malaysia,17.536898281417752
139,,Larkin Terminal,Medan Selera Senai,16.00699693912961
140,,Larkin Terminal,Opp Sekolah Kebangsaan Senai,15.602703670059233
141,,Larkin Terminal,Opp BHPetrol Kiosk @ Taman Aman,14.963774676655467
142,,Larkin Terminal,aft Lebuhraya Utara-Selatan,12.391627436081667
143,,Larkin Terminal,aft Tenaga Nasional Bhd Substation,11.437374050063125
144,,Larkin Terminal,bef BHPetrol Kiosk @ Taman Aman,14.959448301376579
145,,Larkin Terminal,bef Sekolah Kebangsaan Senai,15.551428881464622
146,,Larkin Terminal,Opp Medan Selera Senai,15.959550687648477
147,,Larkin Terminal,Masjid Jamek Pekan Senai,16.198070649519188
148,,Larkin Terminal,Opp Deway Motor Trading,16.849328558721197
149,,Larkin Terminal,Pejabat Lembaga Lebuhraya Malaysia,17.616323138777716
150,,Larkin Terminal,aft Jalan Kelah,18.975682167547202
151,,Larkin Terminal,Stor JKR (D) Kulaijaya,19.490391756635276
152,,Larkin Terminal,TJ Mart,19.638619566259624
153,,Larkin Terminal,aft Jalan Cermai 7,19.955041830540726
154,,Larkin Terminal,bef Hospital Temenggong Seri Maharaja Tun Ibrahim Kulaijaya,20.69567611277424
155,,Larkin Terminal,SMK Kulai Besar,21.85179891663037
156,,Larkin Terminal,aft Persiaran Indahpura 4,22.18075572807816
157,,Larkin Terminal,Persatuan Hokkien Kulai,22.694331167406162
158,,Larkin Terminal,SBS Enterprises (M) Sdn Bhd,23.03993493485226
159,,Larkin Terminal,Opp Arked Kulai,23.976088905016322
160,,Larkin Terminal,Econsave Senai,16.023010984774785
161,,Larkin Terminal,Opp Pusat Hemodialisis Rotary Kulai,16.030847636425385
162,,Larkin Terminal,Opp Taman Bintang,16.19044736600318
163,,Larkin Terminal,Kawasan Perindustrian Senai 3,17.38879605471162
164,,Larkin Terminal,Senai Airport Terminal,17.641021905497777
165,,Larkin Terminal,NSTP Senai,17.562339173441597
166,,Larkin Terminal,Taman Bintang,16.264033033892574
167,,Larkin Terminal,Taman Mewah,15.840324291440515
168,,Larkin Terminal,bef Econsave @ Senai,15.8938362605555
169,,Pejabat Daerah Tanah Johor Bahru,Larkin Terminal,0.603560773124298
170,,Pejabat Daerah Tanah Johor Bahru,RTM Jabatan Penyiaran Negeri Johor,1.3735650440697862
171,,Pejabat Daerah Tanah Johor Bahru,Opp Masjid Kolam Ayer,2.5801235868397896
172,,Pejabat Daerah Tanah Johor Bahru,Opp Jabatan Pendidikan Johor,2.740945836451314
173,,Pejabat Daerah Tanah Johor Bahru,Maktab Sultan Abu Bakar (English College,3.2390743207638404
174,,Pejabat Daerah Tanah Johor Bahru,Hospital Sultanah Aminah,3.8661525261519265
175,,Pejabat Daerah Tanah Johor Bahru,Johor Islamic Complex,4.01688413297807
176,,Pejabat Daerah Tanah Johor Bahru,Bangunan Sultan Ibrahim,4.2748367658055155
177,,Pejabat Daerah Tanah Johor Bahru,Wisma Persekutuan,3.9176478059812663
178,,Pejabat Daerah Tanah Johor Bahru,Majlis Bandaraya Johor Bahru,4.652401251630815
179,,Pejabat Daerah Tanah Johor Bahru,JB Sentral Terminal,4.132876509333263
180,,Pejabat Daerah Tanah Johor Bahru,Menara MSC Cyberport,4.773835023717627
181,,Pejabat Daerah Tanah Johor Bahru,Opp Sekolah Kebangsaan Perempuan Jalan Yahya Awal,2.2892314300152417
182,,Pejabat Daerah Tanah Johor Bahru,Petronas Kiosk @ Jalan Yahya Awal,1.993020424808806
183,,Pejabat Daerah Tanah Johor Bahru,Opp SJK (T) Jalan Yahya Awal,1.6352923527531407
184,,Pejabat Daerah Tanah Johor Bahru,aft Jalan Tasek Utara,1.4036103326014744
185,,Pejabat Daerah Tanah Johor Bahru,Opp Yayasan Bandaraya Johor Bahru,1.250435038635414
186,,Pejabat Daerah Tanah Johor Bahru,Hub PPR Sri Stulang,5.213582725406566
187,,Pejabat Daerah Tanah Johor Bahru,bef Jalan Sultanah Aminah,4.930584056388724
188,,Pejabat Daerah Tanah Johor Bahru,Shell Kiosk @ Jalan Pasir Pelangi,5.003670571230246
189,,Pejabat Daerah Tanah Johor Bahru,Stulang Walk,4.805401436914874
190,,Pejabat Daerah Tanah Johor Bahru,Block 18,5.033144423164043
191,,Pejabat Daerah Tanah Johor Bahru,Opp De' Stulang,5.167990709592989
192,,Pejabat Daerah Tanah Johor Bahru,Opp Sekolah Menengah Foon Yew,5.044932482133373
193,,Pejabat Daerah Tanah Johor Bahru,R&F Mall,4.719982302792243
194,,Pejabat Daerah Tanah Johor Bahru,Sekolah Menengah Foon Yew,5.04885136761172
195,,Pejabat Daerah Tanah Johor Bahru,De' Stulang,5.1657219316475365
196,,Pejabat Daerah Tanah Johor Bahru,Opp Istana Pasir Pelangi,4.704408652091513
197,,Pejabat Daerah Tanah Johor Bahru,"The Mall, Mid Valley Southkey",4.109151852317912
198,,Pejabat Daerah Tanah Johor Bahru,aft Jalan Pasir Pelangi,4.841740375763301
199,,Pejabat Daerah Tanah Johor Bahru,Petronas Kiosk @ Taman Bayu Puteri,5.44522267283521
200,,Pejabat Daerah Tanah Johor Bahru,Opp Petronas Kiosk @ Taman Bayu Puteri,5.430567331985057
201,,Pejabat Daerah Tanah Johor Bahru,PPR Sri Stulang,5.396365346039031
202,,Pejabat Daerah Tanah Johor Bahru,BHPetrol Kiosk @ Permas Jaya,8.01448519650077
203,,Pejabat Daerah Tanah Johor Bahru,AEON Permas Jaya,8.77439575338061
204,,Pejabat Daerah Tanah Johor Bahru,Dewan Serbaguna Permas Jaya,9.280662910730406
205,,Pejabat Daerah Tanah Johor Bahru,Mon Glori Apartment,9.086641719146973
206,,Pejabat Daerah Tanah Johor Bahru,Opp Best Ku Motor,9.439591015793482
207,,Pejabat Daerah Tanah Johor Bahru,Opp Kia Motors,9.256462346475859
208,,Pejabat Daerah Tanah Johor Bahru,bef Jalan Masai Baru,8.752330596532731
209,,Pejabat Daerah Tanah Johor Bahru,Lotus Plentong (Tesco Extra),8.861081676200367
210,,Pejabat Daerah Tanah Johor Bahru,aft Jalan Masai Baru,8.710732516830175
211,,Pejabat Daerah Tanah Johor Bahru,Giant Plentong,9.264374915066185
212,,Pejabat Daerah Tanah Johor Bahru,Hse No. 1 Jalan Seroja 22,9.2740377290628
213,,Pejabat Daerah Tanah Johor Bahru,Opp Jalan Keembong 43,8.556474855069066
214,,Pejabat Daerah Tanah Johor Bahru,Jalan Seroja 54,8.267322419746693
215,,Pejabat Daerah Tanah Johor Bahru,Jalan Bakawali 86,8.281493289757783
216,,Pejabat Daerah Tanah Johor Bahru,Opp Pasar Awam Johor Jaya,8.746111308352486
217,,Pejabat Daerah Tanah Johor Bahru,AEON Tebrau City,9.091170513406682
218,,Pejabat Daerah Tanah Johor Bahru,Hospital Sultan Ismail,8.48721985108302
219,,Pejabat Daerah Tanah Johor Bahru,Hospital Sultan Ismail 2,8.08045102262111
220,,Pejabat Daerah Tanah Johor Bahru,Opp Suntoyo Enterprise,8.478028314171901
221,,Pejabat Daerah Tanah Johor Bahru,Kia Motors,9.29323329544862
222,,Pejabat Daerah Tanah Johor Bahru,Best Ku Motor,9.466521987932252
223,,Pejabat Daerah Tanah Johor Bahru,House No. 63 Jalan Permas 1/1,8.975418405676221
224,,Pejabat Daerah Tanah Johor Bahru,Jalan Permas 5/6,8.63717420010706
225,,Pejabat Daerah Tanah Johor Bahru,Sekolah Kebangsaan Taman Permas Jaya 3,8.896324325647647
226,,Pejabat Daerah Tanah Johor Bahru,Pan Vista,9.086760180858446
227,,Pejabat Daerah Tanah Johor Bahru,aft Jalan Permas 8/14,9.49461069023631
228,,Pejabat Daerah Tanah Johor Bahru,Opp BHPetrol Kiosk @ Permas Jaya,8.034058060876308
229,,Pejabat Daerah Tanah Johor Bahru,bef Shell Kiosk @ Permas Jaya,7.117974282769666
230,,Pejabat Daerah Tanah Johor Bahru,Taman Universiti Terminal,13.507576001839523
231,,Pejabat Daerah Tanah Johor Bahru,opp Sekolah Kebangsaan Taman Universiti 4,13.49802639131461
232,,Pejabat Daerah Tanah Johor Bahru,Surau As Syakirin,13.120217601250841
233,,Pejabat Daerah Tanah Johor Bahru,Opp SMK Taman Mutiara Rini,12.299483845466252
234,,Pejabat Daerah Tanah Johor Bahru,Opp Jalan Utama 34,11.856587715214271
235,,Pejabat Daerah Tanah Johor Bahru,KFC (Road side),11534.930650477707
236,,Pejabat Daerah Tanah Johor Bahru,Tesco Lotus (Road side),11534.930650477707
237,,Pejabat Daerah Tanah Johor Bahru,Opp Hutan Bandar MBIP,12.016435708082156
238,,Pejabat Daerah Tanah Johor Bahru,Shop No. 81 Jalan Seri Orkid 17,11.158726295793784
239,,Pejabat Daerah Tanah Johor Bahru,Opp Bahagian Teknologi Pendidikan Negeri Johor,10.585104443905367
240,,Pejabat Daerah Tanah Johor Bahru,Union Inn,9.67800296325137
241,,Pejabat Daerah Tanah Johor Bahru,Shophouses @ Jalan Nakhoda 2,9.539197184965495
242,,Pejabat Daerah Tanah Johor Bahru,bef Terminal TUTA,9.420983052160038
243,,Pejabat Daerah Tanah Johor Bahru,Polilkinik Yap,9.264144202570787
244,,Pejabat Daerah Tanah Johor Bahru,bef Jalan Tun Teja,9.171337507448024
245,,Pejabat Daerah Tanah Johor Bahru,Shophouses @ Jalan Perwira 9,9.332956950400712
246,,Pejabat Daerah Tanah Johor Bahru,Sin Kok Soon Motor (JB) Sdn Bhd,9.394841837381657
247,,Pejabat Daerah Tanah Johor Bahru,aft Jalan Patin,9.730287116389668
248,,Pejabat Daerah Tanah Johor Bahru,SJK(C) Pu Sze,9.93802516984036
249,,Pejabat Daerah Tanah Johor Bahru,aft Shell Kiosk - Skudai,10.399512290153856
250,,Pejabat Daerah Tanah Johor Bahru,Shell Kiosk @ Taman Sri Putri,11.006754925992004
251,,Pejabat Daerah Tanah Johor Bahru,Masjid Abidin,11.507864755064553
252,,Pejabat Daerah Tanah Johor Bahru,Shophouses along Jalan Tembaga Kuning 4,11.43874350851925
253,,Pejabat Daerah Tanah Johor Bahru,Shophouses @ Jalan Suasa 1,11.803862961318362
254,,Pejabat Daerah Tanah Johor Bahru,bef Jalan Hamoni 14,12.263202818031486
255,,Pejabat Daerah Tanah Johor Bahru,Opp Apartment Pasti Asli,12.361200726056405
256,,Pejabat Daerah Tanah Johor Bahru,Opp Surau As Syakirin,13.09982716976672
257,,Pejabat Daerah Tanah Johor Bahru,Sekolah Kebangsaan Taman Universiti 4,13.505235511520837
258,,Pejabat Daerah Tanah Johor Bahru,Jalan Kebudayaan 27 / 24 Intersection,13.444907818342392
259,,Pejabat Daerah Tanah Johor Bahru,Aeon Taman Universiti,13.574836748536214
260,,Pejabat Daerah Tanah Johor Bahru,UTM Fakulti Alam Bina,14.008808796226289
261,,Pejabat Daerah Tanah Johor Bahru,Opp Block D10,14.032302321064172
262,,Pejabat Daerah Tanah Johor Bahru,Opp C.I.C.T.,13.781481721318345
263,,Pejabat Daerah Tanah Johor Bahru,Block P07 - Fakulti Kejuruteraan Elektrik,13.411138050058009
264,,Pejabat Daerah Tanah Johor Bahru,aft Block P19A - Fakulti Kejuruteraan Elektrik,13.39971307822106
265,,Pejabat Daerah Tanah Johor Bahru,UTM Equine Park,13.154807157004615
266,,Pejabat Daerah Tanah Johor Bahru,UTM Rumah Alumni,12.874315072109942
267,,Pejabat Daerah Tanah Johor Bahru,Opp Shell Kiosk @ Taman Sri Putri,10.94149510664239
268,,Pejabat Daerah Tanah Johor Bahru,Skudai Parade,10.594826614242406
269,,Pejabat Daerah Tanah Johor Bahru,Opp SJK (C) Kuo Kuang,8.758284847557468
270,,Pejabat Daerah Tanah Johor Bahru,bef Jalan Kempas Lama,11534.930650477707
271,,Pejabat Daerah Tanah Johor Bahru,bef Paradigm Mall,7.2124340409227985
272,,Pejabat Daerah Tanah Johor Bahru,Paradigm Mall,6.69059632909719
273,,Pejabat Daerah Tanah Johor Bahru,Opp Saksama Otomobil,6.3922576484449625
274,,Pejabat Daerah Tanah Johor Bahru,Opp Petron Kiosk @ Taman Tampoi Indah,6.037687508647121
275,,Pejabat Daerah Tanah Johor Bahru,Kompleks Pekan Rabu Johor Bahru,5.088811247580946
276,,Pejabat Daerah Tanah Johor Bahru,Giant Tampoi,4.7345776632577055
277,,Pejabat Daerah Tanah Johor Bahru,aft Lorong Betik,4.379784556656627
278,,Pejabat Daerah Tanah Johor Bahru,Batu 5 Johor Street Market,4.172622786597105
279,,Pejabat Daerah Tanah Johor Bahru,Plaza Angsana,3.9132797972390643
280,,Pejabat Daerah Tanah Johor Bahru,Klinik Utama @ Jalan Padi 1,3.19810986969598
281,,Pejabat Daerah Tanah Johor Bahru,Opp Amitabha Centre,1.906492662590331
282,,Pejabat Daerah Tanah Johor Bahru,Opp Shell Kiosk @ Jalan Tun Abdul Razak,1.5095866924950851
283,,Pejabat Daerah Tanah Johor Bahru,aft Shell Kiosk @ Jalan Tun Abdul Razak,1.5212578059626312
284,,Pejabat Daerah Tanah Johor Bahru,Amitabha Centre,1.9264743276955352
285,,Pejabat Daerah Tanah Johor Bahru,CIMB Bank,3.1800316172866636
286,,Pejabat Daerah Tanah Johor Bahru,Klinik Kesihatan Tampoi,3.7563641584271505
287,,Pejabat Daerah Tanah Johor Bahru,bef Shell Kiosk @ Kampung Pasir,3.758158676786046
288,,Pejabat Daerah Tanah Johor Bahru,SK Kampung Pasir,4.827908762338965
289,,Pejabat Daerah Tanah Johor Bahru,Opp Pulai View Condo,5.163426724034644
290,,Pejabat Daerah Tanah Johor Bahru,bef KIP Mart,6.029199736370138
291,,Pejabat Daerah Tanah Johor Bahru,Opp Paradigm Mall,6.914941131629821
292,,Pejabat Daerah Tanah Johor Bahru,bef McDonald's,7.70895578576917
293,,Pejabat Daerah Tanah Johor Bahru,SJK (C) Kuo Kuang,8.800776348061117
294,,Pejabat Daerah Tanah Johor Bahru,aft Jalan Sri Skudai,11.539787443225535
295,,Pejabat Daerah Tanah Johor Bahru,bef UTM Main Gate,13.527277631329156
296,,Pejabat Daerah Tanah Johor Bahru,UTM Main Gate (Exit),13.589038524984584
297,,Pejabat Daerah Tanah Johor Bahru,Opp AEON Taman Universiti,13.552092574555477
298,,Pejabat Daerah Tanah Johor Bahru,Kulai Terminal,24.69604617117278
299,,Pejabat Daerah Tanah Johor Bahru,Kulai Centre Point,24.241864919635432
300,,Pejabat Daerah Tanah Johor Bahru,Opp SBS Enterprises (M) Sdn Bhd,23.202074424817656
301,,Pejabat Daerah Tanah Johor Bahru,Opp Public Bank @ Jalan Susur Kulai 2,22.797600205208454
302,,Pejabat Daerah Tanah Johor Bahru,Opp Pertubuhan Peladang Kawasan Kulai,21.95687790064045
303,,Pejabat Daerah Tanah Johor Bahru,Opp Hospital Temenggong Seri Maharaja Tun Ibrahim Kulaijaya,20.918053282464204
304,,Pejabat Daerah Tanah Johor Bahru,Opp Jalan Cermai,20.218863505980472
305,,Pejabat Daerah Tanah Johor Bahru,Opp Stor JKR (D) Kulaijaya,19.71878903325816
306,,Pejabat Daerah Tanah Johor Bahru,Opp Wang Loo Motor Sdn Bhd,19.02521426523306
307,,Pejabat Daerah Tanah Johor Bahru,Opp Pejabat Lembaga Lebuhraya Malaysia,17.750711311071996
308,,Pejabat Daerah Tanah Johor Bahru,Medan Selera Senai,16.17207516192046
309,,Pejabat Daerah Tanah Johor Bahru,Opp Sekolah Kebangsaan Senai,15.756303435241561
310,,Pejabat Daerah Tanah Johor Bahru,Opp BHPetrol Kiosk @ Taman Aman,15.107812169023656
311,,Pejabat Daerah Tanah Johor Bahru,aft Lebuhraya Utara-Selatan,12.511307445635905
312,,Pejabat Daerah Tanah Johor Bahru,aft Tenaga Nasional Bhd Substation,11.47568392040913
313,,Pejabat Daerah Tanah Johor Bahru,bef BHPetrol Kiosk @ Taman Aman,15.10167574714112
314,,Pejabat Daerah Tanah Johor Bahru,bef Sekolah Kebangsaan Senai,15.701891204260056
315,,Pejabat Daerah Tanah Johor Bahru,Opp Medan Selera Senai,16.119913534418643
316,,Pejabat Daerah Tanah Johor Bahru,Masjid Jamek Pekan Senai,16.382384174187198
317,,Pejabat Daerah Tanah Johor Bahru,Opp Deway Motor Trading,17.04980798031682
318,,Pejabat Daerah Tanah Johor Bahru,Pejabat Lembaga Lebuhraya Malaysia,17.829264516038833
319,,Pejabat Daerah Tanah Johor Bahru,aft Jalan Kelah,19.18382165258177
320,,Pejabat Daerah Tanah Johor Bahru,Stor JKR (D) Kulaijaya,19.695557744182928
321,,Pejabat Daerah Tanah Johor Bahru,TJ Mart,19.84316708113994
322,,Pejabat Daerah Tanah Johor Bahru,aft Jalan Cermai 7,20.157108107524458
323,,Pejabat Daerah Tanah Johor Bahru,bef Hospital Temenggong Seri Maharaja Tun Ibrahim Kulaijaya,20.89320307326939
324,,Pejabat Daerah Tanah Johor Bahru,SMK Kulai Besar,22.039904828684715
325,,Pejabat Daerah Tanah Johor Bahru,aft Persiaran Indahpura 4,22.36806574606852
326,,Pejabat Daerah Tanah Johor Bahru,Persatuan Hokkien Kulai,22.8824408501005
327,,Pejabat Daerah Tanah Johor Bahru,SBS Enterprises (M) Sdn Bhd,23.230341191626923
328,,Pejabat Daerah Tanah Johor Bahru,Opp Arked Kulai,24.166839681877978
329,,Pejabat Daerah Tanah Johor Bahru,Econsave Senai,16.24609556209835
330,,Pejabat Daerah Tanah Johor Bahru,Opp Pusat Hemodialisis Rotary Kulai,16.263154908819224
331,,Pejabat Daerah Tanah Johor Bahru,Opp Taman Bintang,16.428358171511803
332,,Pejabat Daerah Tanah Johor Bahru,Kawasan Perindustrian Senai 3,17.64350579035102
333,,Pejabat Daerah Tanah Johor Bahru,Senai Airport Terminal,17.939923707350598
334,,Pejabat Daerah Tanah Johor Bahru,NSTP Senai,17.822962359106597
335,,Pejabat Daerah Tanah Johor Bahru,Taman Bintang,16.505074786957728
