,index,source,destination,distance
14588,,bef Jalan Hamoni 14,Pan Vista,20.417840547631634
14589,,bef Jalan Hamoni 14,aft Jalan Permas 8/14,20.814781182298326
14590,,bef Jalan Hamoni 14,Opp BHPetrol Kiosk @ Permas Jaya,19.62843675045742
14591,,bef Jalan Hamoni 14,bef Shell Kiosk @ Permas Jaya,18.806059161996117
14592,,bef Jalan Hamoni 14,Taman Universiti Terminal,1.820588076455973
14593,,bef Jalan Hamoni 14,opp Sekolah Kebangsaan Taman Universiti 4,2.1948809149929738
14594,,bef Jalan Hamoni 14,Surau As Syakirin,2.3034006977794093
14595,,bef Jalan Hamoni 14,Opp SMK Taman Mutiara Rini,2.429594227842963
14596,,bef Jalan Hamoni 14,Opp Jalan Utama 34,2.7027093067412373
14597,,bef Jalan Hamoni 14,KFC (Road side),11524.122112795138
14598,,bef Jalan Hamoni 14,Tesco Lotus (Road side),11524.122112795138
14599,,bef Jalan Hamoni 14,Opp Hutan Bandar MBIP,3.772196173173809
14600,,bef Jalan Hamoni 14,Shop No. 81 Jalan Seri Orkid 17,3.828630234675546
14601,,bef Jalan Hamoni 14,Opp Bahagian Teknologi Pendidikan Negeri Johor,3.0592210189421696
14602,,bef Jalan Hamoni 14,Union Inn,3.5114497180474196
14603,,bef Jalan Hamoni 14,Shophouses @ Jalan Nakhoda 2,3.4069029878681287
14604,,bef Jalan Hamoni 14,bef Terminal TUTA,3.3364257668563266
14605,,bef Jalan Hamoni 14,Polilkinik Yap,3.2658605555788323
14606,,bef Jalan Hamoni 14,bef Jalan Tun Teja,3.2479059244947606
14607,,bef Jalan Hamoni 14,Shophouses @ Jalan Perwira 9,2.9963100910814524
14608,,bef Jalan Hamoni 14,Sin Kok Soon Motor (JB) Sdn Bhd,2.8935670218527307
14609,,bef Jalan Hamoni 14,aft Jalan Patin,2.5403988031981073
14610,,bef Jalan Hamoni 14,SJK(C) Pu Sze,2.3414442744160997
14611,,bef Jalan Hamoni 14,aft Shell Kiosk - Skudai,1.9147477072281494
14612,,bef Jalan Hamoni 14,Shell Kiosk @ Taman Sri Putri,1.4789691423977729
14613,,bef Jalan Hamoni 14,Masjid Abidin,0.7855819429439158
14614,,bef Jalan Hamoni 14,Shophouses along Jalan Tembaga Kuning 4,0.9729405875173233
14615,,bef Jalan Hamoni 14,Shophouses @ Jalan Suasa 1,1.0366235258155259
14616,,bef Jalan Hamoni 14,Opp Apartment Pasti Asli,0.48085162913472806
14617,,bef Jalan Hamoni 14,Opp Surau As Syakirin,2.3214356978060393
14618,,bef Jalan Hamoni 14,Sekolah Kebangsaan Taman Universiti 4,2.187049676936503
14619,,bef Jalan Hamoni 14,Jalan Kebudayaan 27 / 24 Intersection,2.0133442723606985
14620,,bef Jalan Hamoni 14,Aeon Taman Universiti,1.6053992018629368
14621,,bef Jalan Hamoni 14,UTM Fakulti Alam Bina,1.9827074952645116
14622,,bef Jalan Hamoni 14,Opp Block D10,2.188868678792401
14623,,bef Jalan Hamoni 14,Opp C.I.C.T.,2.086306115788475
14624,,bef Jalan Hamoni 14,Block P07 - Fakulti Kejuruteraan Elektrik,1.784931553319645
14625,,bef Jalan Hamoni 14,aft Block P19A - Fakulti Kejuruteraan Elektrik,1.5677901632450217
14626,,bef Jalan Hamoni 14,UTM Equine Park,1.2410251081227859
14627,,bef Jalan Hamoni 14,UTM Rumah Alumni,0.980590657264778
14628,,bef Jalan Hamoni 14,Opp Shell Kiosk @ Taman Sri Putri,1.534909604663681
14629,,bef Jalan Hamoni 14,Skudai Parade,1.7634938465184749
14630,,bef Jalan Hamoni 14,Opp SJK (C) Kuo Kuang,3.5103242896941333
14631,,bef Jalan Hamoni 14,bef Jalan Kempas Lama,11524.122112795138
14632,,bef Jalan Hamoni 14,bef Paradigm Mall,5.084481294065438
14633,,bef Jalan Hamoni 14,Paradigm Mall,5.656058029923205
14634,,bef Jalan Hamoni 14,Opp Saksama Otomobil,5.996197305215378
14635,,bef Jalan Hamoni 14,Opp Petron Kiosk @ Taman Tampoi Indah,6.41457629044262
14636,,bef Jalan Hamoni 14,Kompleks Pekan Rabu Johor Bahru,7.552328996223287
14637,,bef Jalan Hamoni 14,Giant Tampoi,7.940279163894696
14638,,bef Jalan Hamoni 14,aft Lorong Betik,8.329875960627103
14639,,bef Jalan Hamoni 14,Batu 5 Johor Street Market,8.563541615791179
14640,,bef Jalan Hamoni 14,Plaza Angsana,8.86320839092826
14641,,bef Jalan Hamoni 14,Klinik Utama @ Jalan Padi 1,9.740976998520518
14642,,bef Jalan Hamoni 14,Opp Amitabha Centre,10.986520819319336
14643,,bef Jalan Hamoni 14,Opp Shell Kiosk @ Jalan Tun Abdul Razak,11.179729333334064
14644,,bef Jalan Hamoni 14,aft Shell Kiosk @ Jalan Tun Abdul Razak,11.193636009382928
14645,,bef Jalan Hamoni 14,Amitabha Centre,11.000396691568088
14646,,bef Jalan Hamoni 14,CIMB Bank,9.811463779702125
14647,,bef Jalan Hamoni 14,Klinik Kesihatan Tampoi,9.094464334440588
14648,,bef Jalan Hamoni 14,bef Shell Kiosk @ Kampung Pasir,9.092894742086632
14649,,bef Jalan Hamoni 14,SK Kampung Pasir,7.861051261306486
14650,,bef Jalan Hamoni 14,Opp Pulai View Condo,7.492770942134229
14651,,bef Jalan Hamoni 14,bef KIP Mart,6.4480491801910755
14652,,bef Jalan Hamoni 14,Opp Paradigm Mall,5.415998852094245
14653,,bef Jalan Hamoni 14,bef McDonald's,4.564251438306973
14654,,bef Jalan Hamoni 14,SJK (C) Kuo Kuang,3.4710152538772387
14655,,bef Jalan Hamoni 14,aft Jalan Sri Skudai,1.2198056147519551
14656,,bef Jalan Hamoni 14,bef UTM Main Gate,1.5186914227561716
14657,,bef Jalan Hamoni 14,UTM Main Gate (Exit),1.5459559722579341
14658,,bef Jalan Hamoni 14,Opp AEON Taman Universiti,1.6121272481495292
14659,,bef Jalan Hamoni 14,Kulai Terminal,14.056286407515042
14660,,bef Jalan Hamoni 14,Kulai Centre Point,13.73504467940358
14661,,bef Jalan Hamoni 14,Opp SBS Enterprises (M) Sdn Bhd,12.767891535392081
14662,,bef Jalan Hamoni 14,Opp Public Bank @ Jalan Susur Kulai 2,12.365000575298541
14663,,bef Jalan Hamoni 14,Opp Pertubuhan Peladang Kawasan Kulai,11.604333177850359
14664,,bef Jalan Hamoni 14,Opp Hospital Temenggong Seri Maharaja Tun Ibrahim Kulaijaya,10.8059168531437
14665,,bef Jalan Hamoni 14,Opp Jalan Cermai,10.27931856266319
14666,,bef Jalan Hamoni 14,Opp Stor JKR (D) Kulaijaya,9.902470852450739
14667,,bef Jalan Hamoni 14,Opp Wang Loo Motor Sdn Bhd,9.37199776665771
14668,,bef Jalan Hamoni 14,Opp Pejabat Lembaga Lebuhraya Malaysia,8.431525124752696
14669,,bef Jalan Hamoni 14,Medan Selera Senai,6.318087837780489
14670,,bef Jalan Hamoni 14,Opp Sekolah Kebangsaan Senai,5.805762007350643
14671,,bef Jalan Hamoni 14,Opp BHPetrol Kiosk @ Taman Aman,5.183442207947818
14672,,bef Jalan Hamoni 14,aft Lebuhraya Utara-Selatan,3.497687636130692
14673,,bef Jalan Hamoni 14,aft Tenaga Nasional Bhd Substation,1.9343974345735075
14674,,bef Jalan Hamoni 14,bef BHPetrol Kiosk @ Taman Aman,5.144942113157918
14675,,bef Jalan Hamoni 14,bef Sekolah Kebangsaan Senai,5.708890121562803
14676,,bef Jalan Hamoni 14,Opp Medan Selera Senai,6.192429520807605
14677,,bef Jalan Hamoni 14,Masjid Jamek Pekan Senai,6.834871425106011
14678,,bef Jalan Hamoni 14,Opp Deway Motor Trading,7.6383885774746885
14679,,bef Jalan Hamoni 14,Pejabat Lembaga Lebuhraya Malaysia,8.476051274780696
14680,,bef Jalan Hamoni 14,aft Jalan Kelah,9.485839289501495
14681,,bef Jalan Hamoni 14,Stor JKR (D) Kulaijaya,9.865947081778279
14682,,bef Jalan Hamoni 14,TJ Mart,9.981578191379484
14683,,bef Jalan Hamoni 14,aft Jalan Cermai 7,10.20990069156495
14684,,bef Jalan Hamoni 14,bef Hospital Temenggong Seri Maharaja Tun Ibrahim Kulaijaya,10.780147854601925
14685,,bef Jalan Hamoni 14,SMK Kulai Besar,11.66297174002539
14686,,bef Jalan Hamoni 14,aft Persiaran Indahpura 4,11.950917660056744
14687,,bef Jalan Hamoni 14,Persatuan Hokkien Kulai,12.436002997295645
14688,,bef Jalan Hamoni 14,SBS Enterprises (M) Sdn Bhd,12.79163801362795
14689,,bef Jalan Hamoni 14,Opp Arked Kulai,13.668177484726165
14690,,bef Jalan Hamoni 14,Econsave Senai,7.5125252416977215
14691,,bef Jalan Hamoni 14,Opp Pusat Hemodialisis Rotary Kulai,7.715898645529267
14692,,bef Jalan Hamoni 14,Opp Taman Bintang,7.946320120430261
14693,,bef Jalan Hamoni 14,Kawasan Perindustrian Senai 3,9.171938261025515
14694,,bef Jalan Hamoni 14,Senai Airport Terminal,10.349794291497796
14695,,bef Jalan Hamoni 14,NSTP Senai,9.430505506011166
14696,,bef Jalan Hamoni 14,Taman Bintang,8.065060524656738
14697,,bef Jalan Hamoni 14,Taman Mewah,7.34164901660409
14698,,bef Jalan Hamoni 14,bef Econsave @ Senai,7.442659881618252
14699,,Opp Apartment Pasti Asli,Larkin Terminal,12.434489682427957
14700,,Opp Apartment Pasti Asli,Pejabat Daerah Tanah Johor Bahru,12.361200726056405
14701,,Opp Apartment Pasti Asli,RTM Jabatan Penyiaran Negeri Johor,12.6074645074158
14702,,Opp Apartment Pasti Asli,Opp Masjid Kolam Ayer,13.323692422065031
14703,,Opp Apartment Pasti Asli,Opp Jabatan Pendidikan Johor,13.40843494283039
14704,,Opp Apartment Pasti Asli,Maktab Sultan Abu Bakar (English College,13.993691721712022
14705,,Opp Apartment Pasti Asli,Hospital Sultanah Aminah,14.965446778582521
14706,,Opp Apartment Pasti Asli,Johor Islamic Complex,15.256391735646938
14707,,Opp Apartment Pasti Asli,Bangunan Sultan Ibrahim,16.204396083796038
14708,,Opp Apartment Pasti Asli,Wisma Persekutuan,15.735423946877445
14709,,Opp Apartment Pasti Asli,Majlis Bandaraya Johor Bahru,16.436532716995575
14710,,Opp Apartment Pasti Asli,JB Sentral Terminal,16.242250827664417
14711,,Opp Apartment Pasti Asli,Menara MSC Cyberport,16.98006015485403
14712,,Opp Apartment Pasti Asli,Opp Sekolah Kebangsaan Perempuan Jalan Yahya Awal,14.172540187064019
14713,,Opp Apartment Pasti Asli,Petronas Kiosk @ Jalan Yahya Awal,13.93760129461182
14714,,Opp Apartment Pasti Asli,Opp SJK (T) Jalan Yahya Awal,13.706953432151211
14715,,Opp Apartment Pasti Asli,aft Jalan Tasek Utara,13.564992632413052
14716,,Opp Apartment Pasti Asli,Opp Yayasan Bandaraya Johor Bahru,13.570425733996212
14717,,Opp Apartment Pasti Asli,Hub PPR Sri Stulang,17.066354938088146
14718,,Opp Apartment Pasti Asli,bef Jalan Sultanah Aminah,16.92088643579518
14719,,Opp Apartment Pasti Asli,Shell Kiosk @ Jalan Pasir Pelangi,17.031844154667787
14720,,Opp Apartment Pasti Asli,Stulang Walk,17.16623701357827
14721,,Opp Apartment Pasti Asli,Block 18,17.39408187955648
14722,,Opp Apartment Pasti Asli,Opp De' Stulang,17.525911452831153
14723,,Opp Apartment Pasti Asli,Opp Sekolah Menengah Foon Yew,17.381283637567847
14724,,Opp Apartment Pasti Asli,R&F Mall,16.843663671504792
14725,,Opp Apartment Pasti Asli,Sekolah Menengah Foon Yew,17.391165977518572
14726,,Opp Apartment Pasti Asli,De' Stulang,17.523888472443936
14727,,Opp Apartment Pasti Asli,Opp Istana Pasir Pelangi,17.037979255090196
14728,,Opp Apartment Pasti Asli,"The Mall, Mid Valley Southkey",15.730253984020619
14729,,Opp Apartment Pasti Asli,aft Jalan Pasir Pelangi,16.66245281911592
14730,,Opp Apartment Pasti Asli,Petronas Kiosk @ Taman Bayu Puteri,17.199419311815443
14731,,Opp Apartment Pasti Asli,Opp Petronas Kiosk @ Taman Bayu Puteri,17.198496705927724
14732,,Opp Apartment Pasti Asli,PPR Sri Stulang,17.235142040677516
14733,,Opp Apartment Pasti Asli,BHPetrol Kiosk @ Permas Jaya,19.788479867832322
14734,,Opp Apartment Pasti Asli,AEON Permas Jaya,20.461845791877852
14735,,Opp Apartment Pasti Asli,Dewan Serbaguna Permas Jaya,20.900001044529425
14736,,Opp Apartment Pasti Asli,Mon Glori Apartment,20.627116479228253
14737,,Opp Apartment Pasti Asli,Opp Best Ku Motor,20.06284075346406
14738,,Opp Apartment Pasti Asli,Opp Kia Motors,19.57115242894831
14739,,Opp Apartment Pasti Asli,bef Jalan Masai Baru,19.19544442604895
14740,,Opp Apartment Pasti Asli,Lotus Plentong (Tesco Extra),19.46068281394728
14741,,Opp Apartment Pasti Asli,aft Jalan Masai Baru,19.151185569034897
14742,,Opp Apartment Pasti Asli,Giant Plentong,19.48373314453339
14743,,Opp Apartment Pasti Asli,Hse No. 1 Jalan Seroja 22,19.29406057857823
14744,,Opp Apartment Pasti Asli,Opp Jalan Keembong 43,18.301991511462873
14745,,Opp Apartment Pasti Asli,Jalan Seroja 54,17.64285240502486
14746,,Opp Apartment Pasti Asli,Jalan Bakawali 86,17.544145296287372
14747,,Opp Apartment Pasti Asli,Opp Pasar Awam Johor Jaya,17.597269986684704
14748,,Opp Apartment Pasti Asli,AEON Tebrau City,17.317970403116796
14749,,Opp Apartment Pasti Asli,Hospital Sultan Ismail,16.60593686605705
14750,,Opp Apartment Pasti Asli,Hospital Sultan Ismail 2,16.45589579299294
14751,,Opp Apartment Pasti Asli,Opp Suntoyo Enterprise,18.14605267428786
14752,,Opp Apartment Pasti Asli,Kia Motors,19.620002398202708
14753,,Opp Apartment Pasti Asli,Best Ku Motor,20.083299299585228
14754,,Opp Apartment Pasti Asli,House No. 63 Jalan Permas 1/1,19.8967165562667
14755,,Opp Apartment Pasti Asli,Jalan Permas 5/6,20.045018157177395
14756,,Opp Apartment Pasti Asli,Sekolah Kebangsaan Taman Permas Jaya 3,20.438745191501447
14757,,Opp Apartment Pasti Asli,Pan Vista,20.62729056029315
14758,,Opp Apartment Pasti Asli,aft Jalan Permas 8/14,21.02625255926475
14759,,Opp Apartment Pasti Asli,Opp BHPetrol Kiosk @ Permas Jaya,19.817697381691737
14760,,Opp Apartment Pasti Asli,bef Shell Kiosk @ Permas Jaya,18.98564350481796
14761,,Opp Apartment Pasti Asli,Taman Universiti Terminal,1.4215343222172485
14762,,Opp Apartment Pasti Asli,opp Sekolah Kebangsaan Taman Universiti 4,1.7487551072963539
14763,,Opp Apartment Pasti Asli,Surau As Syakirin,1.8261750732408397
14764,,Opp Apartment Pasti Asli,Opp SMK Taman Mutiara Rini,1.9703875965945796
14765,,Opp Apartment Pasti Asli,Opp Jalan Utama 34,2.2786485078231795
14766,,Opp Apartment Pasti Asli,KFC (Road side),11523.82050516102
14767,,Opp Apartment Pasti Asli,Tesco Lotus (Road side),11523.82050516102
14768,,Opp Apartment Pasti Asli,Opp Hutan Bandar MBIP,3.3359343206995717
14769,,Opp Apartment Pasti Asli,Shop No. 81 Jalan Seri Orkid 17,3.452468784025348
14770,,Opp Apartment Pasti Asli,Opp Bahagian Teknologi Pendidikan Negeri Johor,2.77566267899913
14771,,Opp Apartment Pasti Asli,Union Inn,3.328538616239849
14772,,Opp Apartment Pasti Asli,Shophouses @ Jalan Nakhoda 2,3.2642475200542416
14773,,Opp Apartment Pasti Asli,bef Terminal TUTA,3.2323482146373155
14774,,Opp Apartment Pasti Asli,Polilkinik Yap,3.2222248559925024
14775,,Opp Apartment Pasti Asli,bef Jalan Tun Teja,3.244284046134626
14776,,Opp Apartment Pasti Asli,Shophouses @ Jalan Perwira 9,3.0360516590597943
14777,,Opp Apartment Pasti Asli,Sin Kok Soon Motor (JB) Sdn Bhd,2.9665048792857487
14778,,Opp Apartment Pasti Asli,aft Jalan Patin,2.7018163399630817
14779,,Opp Apartment Pasti Asli,SJK(C) Pu Sze,2.522345699835316
14780,,Opp Apartment Pasti Asli,aft Shell Kiosk - Skudai,2.1477121945990727
14781,,Opp Apartment Pasti Asli,Shell Kiosk @ Taman Sri Putri,1.8288526728845835
14782,,Opp Apartment Pasti Asli,Masjid Abidin,1.086611105656987
14783,,Opp Apartment Pasti Asli,Shophouses along Jalan Tembaga Kuning 4,1.3408551511702151
14784,,Opp Apartment Pasti Asli,Shophouses @ Jalan Suasa 1,1.5016096152857459
14785,,Opp Apartment Pasti Asli,bef Jalan Hamoni 14,0.48085162913472806
14786,,Opp Apartment Pasti Asli,Opp Surau As Syakirin,1.8433550344735776
14787,,Opp Apartment Pasti Asli,Sekolah Kebangsaan Taman Universiti 4,1.742381848111365
14788,,Opp Apartment Pasti Asli,Jalan Kebudayaan 27 / 24 Intersection,1.5760543623494976
14789,,Opp Apartment Pasti Asli,Aeon Taman Universiti,1.2889848437261473
14790,,Opp Apartment Pasti Asli,UTM Fakulti Alam Bina,2.192554100746193
14791,,Opp Apartment Pasti Asli,Opp Block D10,2.4538114955635306
14792,,Opp Apartment Pasti Asli,Opp C.I.C.T.,2.4000127783282217
14793,,Opp Apartment Pasti Asli,Block P07 - Fakulti Kejuruteraan Elektrik,2.1390391019535913
14794,,Opp Apartment Pasti Asli,aft Block P19A - Fakulti Kejuruteraan Elektrik,1.887168123617148
14795,,Opp Apartment Pasti Asli,UTM Equine Park,1.569276722954994
14796,,Opp Apartment Pasti Asli,UTM Rumah Alumni,1.352989414822675
14797,,Opp Apartment Pasti Asli,Opp Shell Kiosk @ Taman Sri Putri,1.8769755362428222
14798,,Opp Apartment Pasti Asli,Skudai Parade,2.035211610766534
14799,,Opp Apartment Pasti Asli,Opp SJK (C) Kuo Kuang,3.608592703291772
14800,,Opp Apartment Pasti Asli,bef Jalan Kempas Lama,11523.82050516102
14801,,Opp Apartment Pasti Asli,bef Paradigm Mall,5.153720386316844
14802,,Opp Apartment Pasti Asli,Paradigm Mall,5.70488560209766
14803,,Opp Apartment Pasti Asli,Opp Saksama Otomobil,6.03415651268227
14804,,Opp Apartment Pasti Asli,Opp Petron Kiosk @ Taman Tampoi Indah,6.4406527071670565
14805,,Opp Apartment Pasti Asli,Kompleks Pekan Rabu Johor Bahru,7.560791051946116
14806,,Opp Apartment Pasti Asli,Giant Tampoi,7.95006593780759
14807,,Opp Apartment Pasti Asli,aft Lorong Betik,8.341428892801485
14808,,Opp Apartment Pasti Asli,Batu 5 Johor Street Market,8.57583516530371
14809,,Opp Apartment Pasti Asli,Plaza Angsana,8.876229836383546
14810,,Opp Apartment Pasti Asli,Klinik Utama @ Jalan Padi 1,9.755687019560739
14811,,Opp Apartment Pasti Asli,Opp Amitabha Centre,11.027730251830146
14812,,Opp Apartment Pasti Asli,Opp Shell Kiosk @ Jalan Tun Abdul Razak,11.236151498153639
14813,,Opp Apartment Pasti Asli,aft Shell Kiosk @ Jalan Tun Abdul Razak,11.248825970850906
14814,,Opp Apartment Pasti Asli,Amitabha Centre,11.04002312843639
14815,,Opp Apartment Pasti Asli,CIMB Bank,9.823809573146528
14816,,Opp Apartment Pasti Asli,Klinik Kesihatan Tampoi,9.104657009720503
14817,,Opp Apartment Pasti Asli,bef Shell Kiosk @ Kampung Pasir,9.10304162344944
14818,,Opp Apartment Pasti Asli,SK Kampung Pasir,7.867982069230329
14819,,Opp Apartment Pasti Asli,Opp Pulai View Condo,7.498385026173362
14820,,Opp Apartment Pasti Asli,bef KIP Mart,6.46920571534281
14821,,Opp Apartment Pasti Asli,Opp Paradigm Mall,5.469532308267778
14822,,Opp Apartment Pasti Asli,bef McDonald's,4.652771793560272
14823,,Opp Apartment Pasti Asli,SJK (C) Kuo Kuang,3.563745478420187
14824,,Opp Apartment Pasti Asli,aft Jalan Sri Skudai,1.65967258621484
14825,,Opp Apartment Pasti Asli,bef UTM Main Gate,1.7756571530640288
14826,,Opp Apartment Pasti Asli,UTM Main Gate (Exit),1.7833988750017131
14827,,Opp Apartment Pasti Asli,Opp AEON Taman Universiti,1.2830586886376771
14828,,Opp Apartment Pasti Asli,Kulai Terminal,14.30202343139172
14829,,Opp Apartment Pasti Asli,Kulai Centre Point,13.994205038280484
14830,,Opp Apartment Pasti Asli,Opp SBS Enterprises (M) Sdn Bhd,13.038945693857299
14831,,Opp Apartment Pasti Asli,Opp Public Bank @ Jalan Susur Kulai 2,12.638809728912566
14832,,Opp Apartment Pasti Asli,Opp Pertubuhan Peladang Kawasan Kulai,11.89014537748345
14833,,Opp Apartment Pasti Asli,Opp Hospital Temenggong Seri Maharaja Tun Ibrahim Kulaijaya,11.116856011029146
14834,,Opp Apartment Pasti Asli,Opp Jalan Cermai,10.607369457228291
14835,,Opp Apartment Pasti Asli,Opp Stor JKR (D) Kulaijaya,10.24249650158483
14836,,Opp Apartment Pasti Asli,Opp Wang Loo Motor Sdn Bhd,9.72792322346748
14837,,Opp Apartment Pasti Asli,Opp Pejabat Lembaga Lebuhraya Malaysia,8.81749310227022
14838,,Opp Apartment Pasti Asli,Medan Selera Senai,6.703407708895212
14839,,Opp Apartment Pasti Asli,Opp Sekolah Kebangsaan Senai,6.194425330852493
14840,,Opp Apartment Pasti Asli,Opp BHPetrol Kiosk @ Taman Aman,5.587210809720996
14841,,Opp Apartment Pasti Asli,aft Lebuhraya Utara-Selatan,3.9757428950879
14842,,Opp Apartment Pasti Asli,aft Tenaga Nasional Bhd Substation,2.397232375202801
14843,,Opp Apartment Pasti Asli,bef BHPetrol Kiosk @ Taman Aman,5.547465037970461
14844,,Opp Apartment Pasti Asli,bef Sekolah Kebangsaan Senai,6.096620554307434
14845,,Opp Apartment Pasti Asli,Opp Medan Selera Senai,6.575153614185292
14846,,Opp Apartment Pasti Asli,Masjid Jamek Pekan Senai,7.230225332703919
14847,,Opp Apartment Pasti Asli,Opp Deway Motor Trading,8.029510852901012
14848,,Opp Apartment Pasti Asli,Pejabat Lembaga Lebuhraya Malaysia,8.859634911824763
14849,,Opp Apartment Pasti Asli,aft Jalan Kelah,9.837755710496646
14850,,Opp Apartment Pasti Asli,Stor JKR (D) Kulaijaya,10.2054441669249
14851,,Opp Apartment Pasti Asli,TJ Mart,10.317797492225012
14852,,Opp Apartment Pasti Asli,aft Jalan Cermai 7,10.538059878305424
14853,,Opp Apartment Pasti Asli,bef Hospital Temenggong Seri Maharaja Tun Ibrahim Kulaijaya,11.091237816775795
14854,,Opp Apartment Pasti Asli,SMK Kulai Besar,11.946346700896342
14855,,Opp Apartment Pasti Asli,aft Persiaran Indahpura 4,12.228869537402343
14856,,Opp Apartment Pasti Asli,Persatuan Hokkien Kulai,12.70817596769698
14857,,Opp Apartment Pasti Asli,SBS Enterprises (M) Sdn Bhd,13.06216326614259
14858,,Opp Apartment Pasti Asli,Opp Arked Kulai,13.928408967480593
14859,,Opp Apartment Pasti Asli,Econsave Senai,7.937591612082054
14860,,Opp Apartment Pasti Asli,Opp Pusat Hemodialisis Rotary Kulai,8.145735094381916
14861,,Opp Apartment Pasti Asli,Opp Taman Bintang,8.375890939476049
14862,,Opp Apartment Pasti Asli,Kawasan Perindustrian Senai 3,9.588873000365208
14863,,Opp Apartment Pasti Asli,Senai Airport Terminal,10.786331832251658
14864,,Opp Apartment Pasti Asli,NSTP Senai,9.848014152983641
14865,,Opp Apartment Pasti Asli,Taman Bintang,8.494831142835475
14866,,Opp Apartment Pasti Asli,Taman Mewah,7.769477527191074
14867,,Opp Apartment Pasti Asli,bef Econsave @ Senai,7.870950048448584
14868,,Opp Surau As Syakirin,Larkin Terminal,13.250665642556665
14869,,Opp Surau As Syakirin,Pejabat Daerah Tanah Johor Bahru,13.09982716976672
14870,,Opp Surau As Syakirin,RTM Jabatan Penyiaran Negeri Johor,13.162113180834705
14871,,Opp Surau As Syakirin,Opp Masjid Kolam Ayer,13.73507477362649
14872,,Opp Surau As Syakirin,Opp Jabatan Pendidikan Johor,13.80092035094022
14873,,Opp Surau As Syakirin,Maktab Sultan Abu Bakar (English College,14.352729052893057
14874,,Opp Surau As Syakirin,Hospital Sultanah Aminah,15.321780684179103
14875,,Opp Surau As Syakirin,Johor Islamic Complex,15.623829502295147
14876,,Opp Surau As Syakirin,Bangunan Sultan Ibrahim,16.690792987126066
14877,,Opp Surau As Syakirin,Wisma Persekutuan,16.20627340028052
14878,,Opp Surau As Syakirin,Majlis Bandaraya Johor Bahru,16.877227823984732
14879,,Opp Surau As Syakirin,JB Sentral Terminal,16.784219437371302
14880,,Opp Surau As Syakirin,Menara MSC Cyberport,17.5473844651994
14881,,Opp Surau As Syakirin,Opp Sekolah Kebangsaan Perempuan Jalan Yahya Awal,14.718448262295153
14882,,Opp Surau As Syakirin,Petronas Kiosk @ Jalan Yahya Awal,14.507412969278695
14883,,Opp Surau As Syakirin,Opp SJK (T) Jalan Yahya Awal,14.315324980643958
14884,,Opp Surau As Syakirin,aft Jalan Tasek Utara,14.200950524699001
14885,,Opp Surau As Syakirin,Opp Yayasan Bandaraya Johor Bahru,14.258594459435828
14886,,Opp Surau As Syakirin,Hub PPR Sri Stulang,18.022348458712887
14887,,Opp Surau As Syakirin,bef Jalan Sultanah Aminah,17.838966213902204
14888,,Opp Surau As Syakirin,Shell Kiosk @ Jalan Pasir Pelangi,17.940056189477897
14889,,Opp Surau As Syakirin,Stulang Walk,17.880642832458932
14890,,Opp Surau As Syakirin,Block 18,18.0947988903094
14891,,Opp Surau As Syakirin,Opp De' Stulang,18.21096695375606
14892,,Opp Surau As Syakirin,Opp Sekolah Menengah Foon Yew,18.03060869588935
14893,,Opp Surau As Syakirin,R&F Mall,17.378504790172048
14894,,Opp Surau As Syakirin,Sekolah Menengah Foon Yew,18.04781915535202
14895,,Opp Surau As Syakirin,De' Stulang,18.209757393616833
14896,,Opp Surau As Syakirin,Opp Istana Pasir Pelangi,17.804184625170574
14897,,Opp Surau As Syakirin,"The Mall, Mid Valley Southkey",16.713545704625727
14898,,Opp Surau As Syakirin,aft Jalan Pasir Pelangi,17.62054940430125
14899,,Opp Surau As Syakirin,Petronas Kiosk @ Taman Bayu Puteri,18.180481147896078
14900,,Opp Surau As Syakirin,Opp Petronas Kiosk @ Taman Bayu Puteri,18.176404724942195
14901,,Opp Surau As Syakirin,PPR Sri Stulang,18.19673247514976
14902,,Opp Surau As Syakirin,BHPetrol Kiosk @ Permas Jaya,20.792994966529935
14903,,Opp Surau As Syakirin,AEON Permas Jaya,21.493828401204354
14904,,Opp Surau As Syakirin,Dewan Serbaguna Permas Jaya,21.952023469722345
14905,,Opp Surau As Syakirin,Mon Glori Apartment,21.69481729221059
14906,,Opp Surau As Syakirin,Opp Best Ku Motor,21.288089338751345
14907,,Opp Surau As Syakirin,Opp Kia Motors,20.83320495228603
14908,,Opp Surau As Syakirin,bef Jalan Masai Baru,20.433991150322555
14909,,Opp Surau As Syakirin,Lotus Plentong (Tesco Extra),20.68091370415982
14910,,Opp Surau As Syakirin,aft Jalan Masai Baru,20.389401670264583
14911,,Opp Surau As Syakirin,Giant Plentong,20.757228533631107
14912,,Opp Surau As Syakirin,Hse No. 1 Jalan Seroja 22,20.590296007131936
14913,,Opp Surau As Syakirin,Opp Jalan Keembong 43,19.61401067822744
14914,,Opp Surau As Syakirin,Jalan Seroja 54,18.98329765174557
14915,,Opp Surau As Syakirin,Jalan Bakawali 86,18.894677952948264
14916,,Opp Surau As Syakirin,Opp Pasar Awam Johor Jaya,18.991937241668726
14917,,Opp Surau As Syakirin,AEON Tebrau City,18.766618120196263
14918,,Opp Surau As Syakirin,Hospital Sultan Ismail,18.04709712915948
14919,,Opp Surau As Syakirin,Hospital Sultan Ismail 2,17.869040295901378
